Clear,Violet,Opalescent,Blade Barrier
Teal,Azure,Opalescent,Dark Arts
Sepia,Violet,Opalescent,Melding
Amber,Violet,Opalescent,Throatseeker
Verdant,Violet,Opalescent,Frost Walker
Azure,Azure,Opalescent,Steadfast
Teal,Violet,Opalescent,Mysticism
Azure,Violet,Opalescent,Ballistic Mastery
Crimson,Crimson,Black,Essence Extraction
Clear,Crimson,Opalescent,Retribution
Clear,Black,Black,Lethal Assault
Sepia,Crimson,Opalescent,Soul Thief
Sepia,Black,Black,Sanctum of Thought
Amber,Crimson,Opalescent,Command of Steel
Amber,Black,Black,Precision
Violet,Violet,Opalescent,Hired Killer
Verdant,Crimson,Opalescent,Retaliation
Verdant,Black,Black,Righteous Army
Teal,Crimson,Opalescent,Longshot
Teal,Black,Black,Ribcage Crusher
Azure,Crimson,Opalescent,Dire Torment
Azure,Black,Black,Gravepact
Clear,Clear,Silver,Arcing Blows
Violet,Crimson,Opalescent,Disciple of the Unyielding
Violet,Black,Black,Disintegration
Clear,Sepia,Silver,Blade Master
Sepia,Sepia,Silver,Fangs of Frost
Clear,Amber,Silver,Counterweight
Sepia,Amber,Silver,Destructive Apparatus
Clear,Verdant,Silver,Hunter's Gambit
Sepia,Verdant,Silver,Soul Raker
Amber,Amber,Silver,Dirty Techniques
Clear,Teal,Silver,Backstabbing
Amber,Verdant,Silver,Tempest Blast
Sepia,Teal,Silver,Winter Spirit
Verdant,Verdant,Silver,High Explosives
Amber,Teal,Silver,Holy Fire
Clear,Azure,Silver,Shaman's Dominion
Verdant,Teal,Silver,Method to the Madness
Sepia,Azure,Silver,Blade of Cunning
Amber,Azure,Silver,Searing Heat
Teal,Teal,Silver,Devastating Devices
Verdant,Azure,Silver,Forces of Nature
Crimson,Crimson,Opalescent,Singular Focus
Crimson,Black,Black,Corruption
Clear,Black,Opalescent,Skull Cracking
Sepia,Black,Opalescent,Adder's Touch
Clear,Violet,Silver,Fatal Toxins
Teal,Azure,Silver,Gladiator's Perseverance
Sepia,Violet,Silver,Lethality
Amber,Black,Opalescent,Feller of Foes
Amber,Violet,Silver,Lucidity
Verdant,Black,Opalescent,Blacksmith's Clout
Verdant,Violet,Silver,King of the Hill
Azure,Azure,Silver,Bloodletting
Teal,Black,Opalescent,Master Sapper
Teal,Violet,Silver,Charging Offensive
Azure,Black,Opalescent,Serpent Stance
Azure,Violet,Silver,Primeval Force
Clear,Crimson,Silver,Death Attunement
Sepia,Crimson,Silver,Deadly Draw
Violet,Black,Opalescent,Claws of the Hawk
Amber,Crimson,Silver,Blast Cascade
Violet,Violet,Silver,Swift Skewering
Verdant,Crimson,Silver,Lord of the Dead
Teal,Crimson,Silver,Blunt Trauma
Azure,Crimson,Silver,Runesmith
Crimson,Black,Opalescent,Hex Master
Black,Black,Black,Disciple of the Forbidden
Clear,Opalescent,Opalescent,Avatar of the Hunt
Sepia,Opalescent,Opalescent,Prism Weave
Violet,Crimson,Silver,Indomitable Army
Amber,Opalescent,Opalescent,Fatal Blade
Clear,Clear,Golden,Lava Lash
Clear,Sepia,Golden,Atrophy
Verdant,Opalescent,Opalescent,Ravenous Horde
Sepia,Sepia,Golden,Spiritual Command
Clear,Amber,Golden,Swift Venoms
Sepia,Amber,Golden,Stun Mastery
Teal,Opalescent,Opalescent,One with the River
Clear,Verdant,Golden,Enduring Bond
Sepia,Verdant,Golden,Brutal Blade
Amber,Amber,Golden,Claws of the Falcon
Clear,Teal,Golden,Growth and Decay
Amber,Verdant,Golden,Disciple of the Slaughter
Sepia,Teal,Golden,Nightstalker
Azure,Opalescent,Opalescent,Volatile Mines
Verdant,Verdant,Golden,Insightfulness
Amber,Teal,Golden,Arcane Chemistry
Clear,Azure,Golden,Cleansed Thoughts
Verdant,Teal,Golden,Influence
Sepia,Azure,Golden,Heart of Thunder
Crimson,Crimson,Silver,Devotion
Clear,Black,Silver,Purity of Flesh
Amber,Azure,Golden,Doom Cast
Teal,Teal,Golden,Quick Recovery
Sepia,Black,Silver,Crystal Skin
Violet,Opalescent,Opalescent,Bravery
Verdant,Azure,Golden,Breath of Flames
Amber,Black,Silver,Fervour
Clear,Violet,Golden,Transcendence
Verdant,Black,Silver,Profane Chemistry
Teal,Azure,Golden,Heart of Flame
Sepia,Violet,Golden,Written in Blood
Amber,Violet,Golden,Aqueous Accelerant
Teal,Black,Silver,Cruel Preparation
Verdant,Violet,Golden,Disemboweling
Azure,Azure,Golden,Cursed Concoction
Teal,Violet,Golden,Soul Siphon
Azure,Black,Silver,Arcane Potency
Azure,Violet,Golden,Breath of Lightning
Crimson,Opalescent,Opalescent,Vigour
Black,Black,Opalescent,Master of Force
Violet,Black,Silver,Hematophagy
Clear,Crimson,Golden,Druidic Rite
Sepia,Crimson,Golden,Heart and Soul
Amber,Crimson,Golden,Bloodless
Violet,Violet,Golden,Born to Fight
Verdant,Crimson,Golden,Heart of Oak
Teal,Crimson,Golden,Champion of the Cause
Azure,Crimson,Golden,Survivalist
Crimson,Black,Silver,Overcharge
Clear,Opalescent,Silver,Overcharged
Sepia,Opalescent,Silver,Master of the Arena
Amber,Opalescent,Silver,Mystic Talents
Violet,Crimson,Golden,Fingers of Frost
Verdant,Opalescent,Silver,Divine Fervour
Teal,Opalescent,Silver,Herbalism
Azure,Opalescent,Silver,Blood Siphon
Black,Opalescent,Opalescent,Crackling Speed
Violet,Opalescent,Silver,Leadership
Crimson,Crimson,Golden,Arcane Expanse
Clear,Black,Golden,Endurance
Sepia,Black,Golden,Faith and Steel
Amber,Black,Golden,Way of the Warrior
Verdant,Black,Golden,Deadly Inclinations
Teal,Black,Golden,Hardened Scars
Azure,Black,Golden,Rampart
Crimson,Opalescent,Silver,Inexorable
Black,Black,Silver,Stamina
Violet,Black,Golden,Arcane Capacitor
Opalescent,Opalescent,Opalescent,Tireless
Clear,Silver,Silver,Arcane Swiftness
Sepia,Silver,Silver,Stabbing Thirst
Crimson,Black,Golden,Savagery
Clear,Opalescent,Golden,Mana Flows
Amber,Silver,Silver,Primal Spirit
Sepia,Opalescent,Golden,Art of the Gladiator
Verdant,Silver,Silver,Instability
Amber,Opalescent,Golden,Arcane Will
Verdant,Opalescent,Golden,Foresight
Teal,Silver,Silver,Breath of Rime
Teal,Opalescent,Golden,Lust for Carnage
Azure,Silver,Silver,Frenetic
Azure,Opalescent,Golden,Force Shaper
Black,Opalescent,Silver,Piercing Shots
Violet,Silver,Silver,Thick Skin
Violet,Opalescent,Golden,Dismembering
Crimson,Silver,Silver,Infused
Crimson,Opalescent,Golden,Heart of Ice
Black,Black,Golden,Swagger
Opalescent,Opalescent,Silver,Blood Drinker
Clear,Silver,Golden,Vitality Void
Sepia,Silver,Golden,Fangs of the Viper
Amber,Silver,Golden,Ethereal Feast
Verdant,Silver,Golden,Resourcefulness
Teal,Silver,Golden,Essence Surge
Azure,Silver,Golden,Golem Commander
Black,Silver,Silver,Discipline and Training
Black,Opalescent,Golden,Assassination
Violet,Silver,Golden,Heart of the Warrior
Crimson,Silver,Golden,Void Barrier
Opalescent,Silver,Silver,Skittering Runes
Opalescent,Opalescent,Golden,Barbarism
Clear,Golden,Golden,Crusader
Sepia,Golden,Golden,Thunderous Salvos
Amber,Golden,Golden,Vengeant Cascade
Verdant,Golden,Golden,Unnatural Calm
Teal,Golden,Golden,Golem's Blood
Azure,Golden,Golden,Tranquility
Black,Silver,Golden,Revenge of the Hunted
Violet,Golden,Golden,Aspect of Stone
Crimson,Golden,Golden,Tenacity
Silver,Silver,Silver,Sovereignty
Opalescent,Silver,Golden,Tribal Fury
Black,Golden,Golden,Whispers of Doom
Silver,Silver,Golden,Spiritual Aid
Opalescent,Golden,Golden,Charisma
Silver,Golden,Golden,Constitution
Golden,Golden,Golden,Soul of Steel
